accession	name	segment	date	host	country	abbreviation	virus	strain
LC626882	N133-Sendai-2006		2006-XX-XX	Human	2006	Japan		N133-Sendai-2006
LC626893	2498-Yamagata-2006		2006-XX-XX	Human	2006	Japan		2498-Yamagata-2006
LC627068	15NHP009		2015-XX-XX	Human	2015	Viet Nam		15NHP009
LC627070	15NHP023		2015-XX-XX	Human	2015	Viet Nam		15NHP023
LC627087	16NHP391		2016-XX-XX	Human	2016	Viet Nam		16NHP391
LR027521	06	TOU307016	FRA16		N/a	Unknown		06
LR027546	25	AMI302001	FRA16		N/a	Unknown		25
MF662682	R262/YN/CHN/2010		2010-05-19	Human	2010-05-19	China		R262/YN/CHN/2010
MF662687	R1/YN/CHN/2011		2011-05-29	Human	2011-05-29	China		R1/YN/CHN/2011
MG367591	DK07-01		2007-02-XX	Human	2007-02	Denmark	C	DK07-01
MG367597	DK16-03		2016-04-XX	Human	2016-04	Denmark	C	DK16-03
MG756704	TW-96102-2005		2005-XX-XX	Human	2005	Taiwan		TW-96102-2005
MG756706	TW-02389-2008		2008-XX-XX	Human	2008	Taiwan		TW-02389-2008
MG756721	TW-03530-2011		2011-XX-XX	Human	2011	Taiwan		TW-03530-2011
MG756735	TW-01963-2012		2012-XX-XX	Human	2012	Taiwan		TW-01963-2012
MG756737	TW-02664-2012		2012-XX-XX	Human	2012	Taiwan		TW-02664-2012
MG756743	TW-50234-2012		2012-XX-XX	Human	2012	Taiwan		TW-50234-2012
MG756745	TW-50558-2012		2012-XX-XX	Human	2012	Taiwan		TW-50558-2012
MG756751	TW-51045-2012		2012-XX-XX	Human	2012	Taiwan		TW-51045-2012
MG875331	160-50		2016-XX-XX	Unknown	2016	China		160-50
MH373639	CMU4232/BJ/CHN/2008		2008-04-XX	Human	2008-04	China	71	CMU4232/BJ/CHN/2008
MH511186	100-p31-T1		2017-08-10	Unknown	2017-08-10	China	C4	100-p31-T1
MH511187	100-p31-T2		2017-08-10	Unknown	2017-08-10	China	C4	100-p31-T2
MH511190	100-p35-T2		2017-08-10	Unknown	2017-08-10	China	C4	100-p35-T2
MH511201	101-p31-T2		2017-08-10	Unknown	2017-08-10	China	C4	101-p31-T2
MH511204	101-p35-T2		2017-08-10	Unknown	2017-08-10	China	C4	101-p35-T2
MH511206	101-p36-T1		2017-08-10	Unknown	2017-08-10	China	C4	101-p36-T1
MH716248	C4-1		2014-10-20	Human	2014-10-20	Viet Nam	C4	C4-1
MH716258	B5-1		2014-08-27	Human	2014-08-27	Viet Nam	B5	B5-1
MH716261	B5-4		2013-10-28	Human	2013-10-28	Viet Nam	B5	B5-4
MH716266	B5-9		2014-12-19	Human	2014-12-19	Viet Nam	B5	B5-9
MH716279	B5-22		2014-12-05	Human	2014-12-05	Viet Nam	B5	B5-22
MH716285	B5-28		2014-12-08	Human	2014-12-08	Viet Nam	B5	B5-28
MH716291	B5-34		2014-11-12	Human	2014-11-12	Viet Nam	B5	B5-34
MH716299	B5-42		2015-01-21	Human	2015-01-21	Viet Nam	B5	B5-42
MH716307	B5-50		2015-01-19	Human	2015-01-19	Viet Nam	B5	B5-50
MH716308	B5-51		2013-09-16	Human	2013-09-16	Viet Nam	B5	B5-51
MH716313	B5-56		2013-07-24	Human	2013-07-24	Viet Nam	B5	B5-56
MH716328	B5-71		2014-05-29	Human	2014-05-29	Viet Nam	B5	B5-71
MH716341	B5-84		2013-09-12	Human	2013-09-12	Viet Nam	B5	B5-84
MH716343	B5-86		2013-12-04	Human	2013-12-04	Viet Nam	B5	B5-86
MH716369	B5-112		2013-11-04	Human	2013-11-04	Viet Nam	B5	B5-112
MH718269	USA/CO/2018-23026		2018-XX-XX	Human	2018	USA		USA/CO/2018-23026
MK307505	S0254a		20XX-XX-XX	Human	N/a	China	C4a	S0254a
MK697686	Sydney20		2013-03-XX	Human	2013-03	Australia		Sydney20
MN747117	wh064-CHN-2010		2010-XX-XX	Human	2010	China	C4	wh064-CHN-2010
MN747118	wh170-CHN-2012		2012-XX-XX	Human	2012	China	C4	wh170-CHN-2012
MN966515	R66/YN/CHN/2016		2016-03-03	Human	2016-03-03	China	A71	R66/YN/CHN/2016
MT188611	97/ST		1997-XX-XX	Human	1997			97/ST
MT241239	TLLeCA16		2013-XX-XX	Unknown	2013	Singapore		TLLeCA16
MT360993	No.8		2008-XX-XX	Unknown	2008	Taiwan	B5	No.8
MT360997	No.36		2008-XX-XX	Unknown	2008	Taiwan	B5	No.36
AB575923	20233		1983-XX-XX	Unknown	1983	Netherlands		20233
AB575938	10098		2010-XX-XX	Unknown	2010	Netherlands		10098
AB575942	3692		2007-XX-XX	Unknown	2007	Netherlands		3692
HM752814	119798		20XX-XX-XX	Human	N/a	Greece		119798
HQ424434	124098		2010-02-04	Human	2010-02-04	Greece		124098
KJ686298	EV71/Homo sapiens/VNM/233/2011		2011-12-02	Human	2011-12-02	Viet Nam		EV71/Homosapiens/VNM/233/2011
KM077140	Hau1		2013-07-XX	Human	2013-07	Taiwan		Hau1
KP289424	EV71/P267/2013/China		2013-XX-XX	Human	2013	China		EV71/P267/2013/China
KP289429	EV71/P654/2013/China		2013-XX-XX	Human	2013	China		EV71/P654/2013/China
KP289431	EV71/P977/2013/China		2013-XX-XX	Human	2013	China		EV71/P977/2013/China
KP308401	EV71/Homo sapiens/KHM/260/2012		2012-07-09	Human	2012-07-09	Cambodia		EV71/Homosapiens/KHM/260/2012
KP308408	EV71/Homo sapiens/KHM/304/2012		2012-09-16	Human	2012-09-16	Cambodia		EV71/Homosapiens/KHM/304/2012
KP308410	EV71/Homo sapiens/KHM/342/2012		2012-07-13	Human	2012-07-13	Cambodia		EV71/Homosapiens/KHM/342/2012
KP308418	EV71/Homo sapiens/KHM/392/2012		2012-07-21	Human	2012-07-21	Cambodia		EV71/Homosapiens/KHM/392/2012
KP308435	EV71/Homo sapiens/KHM/313/2012		2012-12-08	Human	2012-12-08	Cambodia		EV71/Homosapiens/KHM/313/2012
KP308436	EV71/Homo sapiens/KHM/295/2012		2012-08-21	Human	2012-08-21	Cambodia		EV71/Homosapiens/KHM/295/2012
KP308439	EV71/Homo sapiens/KHM/311/2012		2012-11-23	Human	2012-11-23	Cambodia		EV71/Homosapiens/KHM/311/2012
KP308441	EV71/Homo sapiens/KHM/275/2012		2012-07-31	Human	2012-07-31	Cambodia		EV71/Homosapiens/KHM/275/2012
KP308443	EV71/Homo sapiens/KHM/394/2012		2012-07-25	Human	2012-07-25	Cambodia		EV71/Homosapiens/KHM/394/2012
KP308446	EV71/Homo sapiens/KHM/360/2012		2012-07-16	Human	2012-07-16	Cambodia		EV71/Homosapiens/KHM/360/2012
KP308450	EV71/Homo sapiens/KHM/367/2012		2012-07-14	Human	2012-07-14	Cambodia		EV71/Homosapiens/KHM/367/2012
KP308459	EV71/Homo sapiens/KHM/336/2012		2012-07-12	Human	2012-07-12	Cambodia		EV71/Homosapiens/KHM/336/2012
KP308460	EV71/Homo sapiens/KHM/400/XXXX		20XX-XX-XX	Human	N/a	Cambodia		EV71/Homosapiens/KHM/400/XXXX
KP691647	02-0-071		2013-10-30	Unknown	2013-10-30	Viet Nam		02-0-071
KP691649	03-0-003		2013-11-06	Unknown	2013-11-06	Viet Nam		03-0-003
KP691665	VN152/2011		2011-04-10	Unknown	2011-04-10	Viet Nam		VN152/2011
KR045297	THA_A641		2012-07-23	Human	2012-07-23	Thailand	B5	THA_A641
KR045302	THA_A1570		2014-10-13	Human	2014-10-13	Thailand	B5	THA_A1570
KT008669	4/EV71/Wenzhou/CHN/2014		2014-06-02	Human	2014-06-02	China	C4a	4/EV71/Wenzhou/CHN/2014
KT354875	N7008-TW99-9		2011-07-01	Human	2011-07-01	Taiwan		N7008-TW99-9
KT428648	EV71/SZ42/CHN/2014		2014-05-XX	Human	2014-05	China		EV71/SZ42/CHN/2014
KU159439	C4-ND-158_Vietnam:BenTre_2012-08-04		2012-08-04	Human	2012-08-04	Viet Nam	C4	C4-ND-158_Vietnam_BenTre_2012-08-04
KU254596	BJ14-2		2014-07-15	Unknown	2014-07-15	China		BJ14-2
KU936126	SHAPHC5510/SH/CHN/14		2014-07-07	Human	2014-07-07	China	C4a	SHAPHC5510/SH/CHN/14
KU936130	SHAPHC5330/SH/CHN/14		2014-04-20	Human	2014-04-20	China	C4a	SHAPHC5330/SH/CHN/14
KU936132	SHAPHC5468/SH/CHN/14		2014-06-15	Human	2014-06-15	China	C4a	SHAPHC5468/SH/CHN/14
KX372311	SiICRC10/TH/2011		2011-08-15	Human	2011-08-15	Thailand		SiICRC10/TH/2011
KX372329	SiICRC05/TH/2014		2014-02-12	Human	2014-02-12	Thailand		SiICRC05/TH/2014
KX372330	SiICRC06/TH/2014		2014-07-01	Human	2014-07-01	Thailand		SiICRC06/TH/2014
KX372331	SiICRC07/TH/2014		2014-07-07	Human	2014-07-07	Thailand		SiICRC07/TH/2014
KX430821	EVA71/Homosapiens/VNM/14.1/2012		2012-XX-XX	Human	2012	Viet Nam	EV-A71	EVA71/Homosapiens/VNM/14.1/2012
KX893543	32-YN		2015-04-10	Human	2015-04-10	China		32-YN
KY074644	CCA		2008-XX-XX	Human	2008	China	C4	CCA
LR027532	23	TOU307036	FRA16		N/a	Unknown		23
LR027533	13	COC286037	FRA16		N/a	Unknown		13
LR027537	16	VSV286034	FRA16		N/a	Unknown		16
LR027538	18	VSV286036	FRA16		N/a	Unknown		18
LR027543	STU546711	DEU08	20XX-XX-XX		Unknown			STU546711
MF662679	R176/YN/CHN/2009		2009-07-25	Human	2009-07-25	China		R176/YN/CHN/2009
MF662681	K509/YN/CHN/2010		2010-05-24	Human	2010-05-24	China		K509/YN/CHN/2010
MF662688	R14/YN/CHN/2011		2011-06-12	Human	2011-06-12	China		R14/YN/CHN/2011
MG207962	4-23/XY/CHN/2017		2017-05-12	Human	2017-05-12	China		4-23/XY/CHN/2017
MG208882	EV71/SHENZHEN001/2006		2006-06-XX	Human	2006-06	China	C4	EV71/SHENZHEN001/2006
MG367594	DK07-04		2007-06-XX	Human	2007-06	Denmark	C	DK07-04
MG431943	EV71/CZTN01/CHN/2017		2017-XX-XX	Human	2017	China		EV71/CZTN01/CHN/2017
MG756691	TW-50837-2016		2016-XX-XX	Human	2016	Taiwan		TW-50837-2016
MG756699	TW-01952-2005		2005-XX-XX	Human	2005	Taiwan		TW-01952-2005
MG756701	TW-70205-2005		2005-XX-XX	Human	2005	Taiwan		TW-70205-2005
MG756727	TW-01112-2012		2012-XX-XX	Human	2012	Taiwan		TW-01112-2012
MG756736	TW-02131-2012		2012-XX-XX	Human	2012	Taiwan		TW-02131-2012
MG773122	Huainan201401		2014-XX-XX	Human	2014	China		Huainan201401
MH511182	100-p12		2017-08-10	Unknown	2017-08-10	China	C4	100-p12
MH511183	100-p17-T1		2017-08-10	Unknown	2017-08-10	China	C4	100-p17-T1
MH511191	100-p35-T3		2017-08-10	Unknown	2017-08-10	China	C4	100-p35-T3
MH511203	101-p35-T1		2017-08-10	Unknown	2017-08-10	China	C4	101-p35-T1
MH511207	101-p36-T2		2017-08-10	Unknown	2017-08-10	China	C4	101-p36-T2
MH716249	C4-2		2014-10-08	Human	2014-10-08	Viet Nam	C4	C4-2
MH716259	B5-2		2014-11-26	Human	2014-11-26	Viet Nam	B5	B5-2
MH716262	B5-5		2014-04-01	Human	2014-04-01	Viet Nam	B5	B5-5
MH716264	B5-7		2015-04-09	Human	2015-04-09	Viet Nam	B5	B5-7
MH716272	B5-15		2014-12-19	Human	2014-12-19	Viet Nam	B5	B5-15
MH716277	B5-20		2015-04-06	Human	2015-04-06	Viet Nam	B5	B5-20
MH716281	B5-24		2014-09-03	Human	2014-09-03	Viet Nam	B5	B5-24
MH716284	B5-27		2014-10-29	Human	2014-10-29	Viet Nam	B5	B5-27
MH716289	B5-32		2014-11-14	Human	2014-11-14	Viet Nam	B5	B5-32
MH716298	B5-41		2014-10-08	Human	2014-10-08	Viet Nam	B5	B5-41
MH716310	B5-53		2014-11-04	Human	2014-11-04	Viet Nam	B5	B5-53
MH716312	B5-55		2013-09-11	Human	2013-09-11	Viet Nam	B5	B5-55
MH716322	B5-65		2014-03-26	Human	2014-03-26	Viet Nam	B5	B5-65
MH716353	B5-96		2014-07-04	Human	2014-07-04	Viet Nam	B5	B5-96
MH716354	B5-97		2014-12-10	Human	2014-12-10	Viet Nam	B5	B5-97
MH716373	B5-116		2014-12-10	Human	2014-12-10	Viet Nam	B5	B5-116
MH716383	B5-126		2013-12-05	Human	2013-12-05	Viet Nam	B5	B5-126
MH716385	B5-128		2013-10-30	Human	2013-10-30	Viet Nam	B5	B5-128
MH716390	B5-133		2013-07-29	Human	2013-07-29	Viet Nam	B5	B5-133
MK697692	Sydney09		2013-05-XX	Human	2013-05	Australia		Sydney09
MK697693	Sydney05		2013-03-XX	Human	2013-03	Australia		Sydney05
MK800119	USA/2018-23124		2018-XX-XX	Human	2018	USA		USA/2018-23124
MN254979	G08		2008-XX-XX	Human	2008	China		G08
MN749160	10S3		2013-XX-XX	Human	2013	USA		10S3
MN966512	A106/YN/CHN/2016		2016-03-10	Human	2016-03-10	China	A71	A106/YN/CHN/2016
MN966513	G63/YN/CHN/2016		2016-06-04	Human	2016-06-04	China	A71	G63/YN/CHN/2016
AB550332	1095-org		20XX-XX-XX	Unknown	N/a	Japan		1095-org
AB575916	16173		1976-XX-XX	Unknown	1976	Netherlands		16173
AB575937	1416		2001-XX-XX	Unknown	2001	Netherlands		1416
AY465356	SHZH03		20XX-XX-XX	Unknown	N/a	China		SHZH03
DQ060149	pinf7-54A		20XX-XX-XX	Unknown	N/a	Taiwan		pinf7-54A
DQ341366	SB2864-SAR-00		20XX-XX-XX	Unknown	N/a	Malaysia		SB2864-SAR-00
DQ341367	MY821-3-SAR-97		20XX-XX-XX	Unknown	N/a	Malaysia		MY821-3-SAR-97
DQ341368	MY104-9-SAR-97		20XX-XX-XX	Unknown	N/a	Malaysia		MY104-9-SAR-97
EU414333	CSF-CH-06		20XX-XX-XX	Unknown	N/a	Switzerland		CSF-CH-06
FJ158601	DTID/ZJU-74		2008-XX-XX	Unknown	2008	China		DTID/ZJU-74
FJ194964	EV71/GDFS/3/2008		2008-05-XX	Human	2008-05	China		EV71/GDFS/3/2008
FJ357375	N7008-TW99		1999-XX-XX	Human	1999	Taiwan		N7008-TW99
FJ439769	Fuyang-0805		2008-05-XX	Human	2008-05	China		Fuyang-0805
GQ994992	Henan2-09-China		2009-04-XX	Human	2009-04	China		Henan2-09-China
GU459071	FY23-K14		2008-XX-XX	Human	2008	China		FY23-K14
HM622390	2009-03531		2009-XX-XX	Human	2009	Taiwan		2009-03531
HQ325852	EV71/HENAN/DC/2010		2010-08-20	Human	2010-08-20	China		EV71/HENAN/DC/2010
HQ423142	KMM/09		2009-05-XX	Human	2009-05	China		KMM/09
HQ647173	EV003_07		2006-11-XX	Human	2006-11	Canada		EV003_07
HQ694984	Fuyang200805		2008-05-15	Human	2008-05-15	China		Fuyang200805
JF913464	EV71/JN200803		2008-07-XX	Human	2008-07	China		EV71/JN200803
JN230523	Xiangyang-Hubei-09		2009-04-XX	Human	2009-04	China	C4	Xiangyang-Hubei-09
JQ074190	EV71/Jinan1006		2010-07-XX	Human	2010-07	China		EV71/Jinan1006
JQ086365	EV71/Ningbo.CHN/107-2/2009		2011-XX-XX	Human	2011	China	C4	EV71/Ningbo.CHN/107-2/2009
JX111888	GD-DG2011-1		2011-04-18	Human	2011-04-18	China	C4	GD-DG2011-1
JX244186	SDLY107		2010-XX-XX	Human	2010	China		SDLY107
JX678876	FY17.08-5/AH/CHN/2008		2008-04-XX	Human	2008-04	China	C4	FY17.08-5/AH/CHN/2008
KC109780	202/Jingdezhen/China/HFMD_Severe/2011		2011-10-XX	Human	2011-10	China	C4	202/Jingdezhen/China/HFMD_Severe/2011
KC436270	V08-2236079		2008-06-XX	Human	2008-06	Hong Kong		V08-2236079
KC436272	V10-2234054		2010-04-XX	Human	2010-04	Hong Kong		V10-2234054
KC570452	SH12-036		2012-05-02	Human	2012-05-02	China	C4	SH12-036
KF142413	HNCZ/201211		2013-05-04	Human	2013-05-04	China		HNCZ/201211
KF154355	B5-96015-TW-2012		2012-04-18	Human	2012-04-18	Taiwan	B5	B5-96015-TW-2012
KF514880	TLLmv		20XX-XX-XX	Unknown	N/a			TLLmv
KF974780	M448-TW08		2008-XX-XX	Human	2008	Taiwan		M448-TW08
KF974783	M1473-TW08		2008-XX-XX	Human	2008	Taiwan		M1473-TW08
KF974787	M1644-TW08		2008-XX-XX	Human	2008	Taiwan		M1644-TW08
KF974790	M538-TW12		2012-XX-XX	Human	2012	Taiwan		M538-TW12
KJ004554	EV71/Hun12-14/2012		2012-XX-XX	Human	2012	China	C4	EV71/Hun12-14/2012
KJ004559	EV71/GD10-12/2010		2010-XX-XX	Human	2010	China	C4	EV71/GD10-12/2010
KJ004560	EV71/GD10-45/2010		2010-XX-XX	Human	2010	China	C4	EV71/GD10-45/2010
KJ508182	Hubei-HG/CHN/2012		2012-07-09	Human	2012-07-09	China		Hubei-HG/CHN/2012
KJ686135	EV71/Homo sapiens/VNM/75/2012		2012-02-27	Human	2012-02-27	Viet Nam		EV71/Homosapiens/VNM/75/2012
KJ686142	EV71/Homo sapiens/VNM/35/2011		2011-12-09	Human	2011-12-09	Viet Nam		EV71/Homosapiens/VNM/35/2011
KJ686147	EV71/Homo sapiens/VNM/39/2011		2011-12-23	Human	2011-12-23	Viet Nam		EV71/Homosapiens/VNM/39/2011
KJ686149	EV71/Homo sapiens/VNM/57/2012		2012-02-03	Human	2012-02-03	Viet Nam		EV71/Homosapiens/VNM/57/2012
KJ686153	EV71/Homo sapiens/VNM/193/2011		2011-10-06	Human	2011-10-06	Viet Nam		EV71/Homosapiens/VNM/193/2011
KJ686165	EV71/Homo sapiens/VNM/225/2011		2011-11-26	Human	2011-11-26	Viet Nam		EV71/Homosapiens/VNM/225/2011
KJ686166	EV71/Homo sapiens/VNM/41/2011		2011-12-28	Human	2011-12-28	Viet Nam		EV71/Homosapiens/VNM/41/2011
KJ686182	EV71/Homo sapiens/VNM/9/2011		2011-10-10	Human	2011-10-10	Viet Nam		EV71/Homosapiens/VNM/9/2011
KJ686185	EV71/Homo sapiens/VNM/25/2011		2011-10-29	Human	2011-10-29	Viet Nam		EV71/Homosapiens/VNM/25/2011
KJ686189	EV71/Homo sapiens/VNM/186/2011		2011-09-28	Human	2011-09-28	Viet Nam		EV71/Homosapiens/VNM/186/2011
KJ686190	EV71/Homo sapiens/VNM/198/2011		2011-10-10	Human	2011-10-10	Viet Nam		EV71/Homosapiens/VNM/198/2011
KJ686194	EV71/Homo sapiens/VNM/71/2012		2012-02-23	Human	2012-02-23	Viet Nam		EV71/Homosapiens/VNM/71/2012
KJ686196	EV71/Homo sapiens/VNM/138/2012		2012-05-04	Human	2012-05-04	Viet Nam		EV71/Homosapiens/VNM/138/2012
KJ686203	EV71/Homo sapiens/VNM/67/2012		2012-02-15	Human	2012-02-15	Viet Nam		EV71/Homosapiens/VNM/67/2012
KJ686204	EV71/Homo sapiens/VNM/33/2011		2011-11-30	Human	2011-11-30	Viet Nam		EV71/Homosapiens/VNM/33/2011
KJ686209	EV71/Homo sapiens/VNM/14/2011		2011-10-16	Human	2011-10-16	Viet Nam		EV71/Homosapiens/VNM/14/2011
KJ686225	EV71/Homo sapiens/VNM/113/2012		2012-04-03	Human	2012-04-03	Viet Nam		EV71/Homosapiens/VNM/113/2012
KJ686233	EV71/Homo sapiens/VNM/206/2011		2011-10-23	Human	2011-10-23	Viet Nam		EV71/Homosapiens/VNM/206/2011
KJ686239	EV71/Homo sapiens/VNM/227/2011		2011-11-30	Human	2011-11-30	Viet Nam		EV71/Homosapiens/VNM/227/2011
KJ686261	EV71/Homo sapiens/VNM/236/2011		2011-12-04	Human	2011-12-04	Viet Nam		EV71/Homosapiens/VNM/236/2011
KJ686266	EV71/Homo sapiens/VNM/163/2012		2012-08-20	Human	2012-08-20	Viet Nam		EV71/Homosapiens/VNM/163/2012
KJ686269	EV71/Homo sapiens/VNM/47/2012		2012-01-13	Human	2012-01-13	Viet Nam		EV71/Homosapiens/VNM/47/2012
KJ686280	EV71/Homo sapiens/VNM/89/2012		2012-03-08	Human	2012-03-08	Viet Nam		EV71/Homosapiens/VNM/89/2012
KJ686295	EV71/Homo sapiens/VNM/167/2012		2012-09-08	Human	2012-09-08	Viet Nam		EV71/Homosapiens/VNM/167/2012
KJ686297	EV71/Homo sapiens/VNM/192/2011		2011-10-05	Human	2011-10-05	Viet Nam		EV71/Homosapiens/VNM/192/2011
KJ686306	EV71/Homo sapiens/VNM/59/2012		2012-02-06	Human	2012-02-06	Viet Nam		EV71/Homosapiens/VNM/59/2012
KM211579	Puyang-451-2012		2012-XX-XX	Human	2012	China		Puyang-451-2012
KM673244	IM11		20XX-XX-XX	Human	N/a	China		IM11
KP266572	2008-43-16		2008-12-02	Human	2008-12-02	China		2008-43-16
KP266579	2006-52-9		2006-11-14	Human	2006-11-14	China		2006-52-9
KP274875	Taipei/C4-Y100-P5/2011		2011-03-05	Human	2011-03-05	Taiwan		Taipei/C4-Y100-P5/2011
KP289417	EV71/P1027/2013/China		2013-XX-XX	Human	2013	China		EV71/P1027/2013/China
KP308407	EV71/Homo sapiens/KHM/384/2012		2012-07-17	Human	2012-07-17	Cambodia		EV71/Homosapiens/KHM/384/2012
KP308420	EV71/Homo sapiens/KHM/284/2012		2012-08-09	Human	2012-08-09	Cambodia		EV71/Homosapiens/KHM/284/2012
KP308429	EV71/Homo sapiens/KHM/359/2012		2012-07-16	Human	2012-07-16	Cambodia		EV71/Homosapiens/KHM/359/2012
KP308434	EV71/Homo sapiens/KHM/298/2012		2012-08-25	Human	2012-08-25	Cambodia		EV71/Homosapiens/KHM/298/2012
KP308448	EV71/Homo sapiens/KHM/274/2012		2012-07-29	Human	2012-07-29	Cambodia		EV71/Homosapiens/KHM/274/2012
KP691646	02-0-070		2013-10-28	Unknown	2013-10-28	Viet Nam		02-0-070
KR045292	THA_A578		2012-07-18	Human	2012-07-18	Thailand	B5	THA_A578
KR045295	THA_A851		2012-08-07	Human	2012-08-07	Thailand	B5	THA_A851
KR045298	THA_A1008		2012-12-18	Human	2012-12-18	Thailand	B5	THA_A1008
KR045304	THA_A577		2012-07-18	Human	2012-07-18	Thailand	B5	THA_A577
KT008670	11/EV71/Wenzhou/CHN/2014		2014-06-02	Human	2014-06-02	China	C4a	11/EV71/Wenzhou/CHN/2014
KT345959	120/EV71/Wenzhou/CHN/2014		2014-06-02	Human	2014-06-02	China	C4a	120/EV71/Wenzhou/CHN/2014
KT354873	N7008-TW99/VP1-E164D		2011-07-01	Human	2011-07-01	Taiwan		N7008-TW99/VP1-E164D
KT428647	EV71/SZ25/CHN/2014		2014-05-XX	Human	2014-05	China		EV71/SZ25/CHN/2014
KT428650	EV71/SZ88/CHN/2014		2014-09-XX	Human	2014-09	China		EV71/SZ88/CHN/2014
KU159442	C4-ND-200_Vietnam:HoChiMinh_2012-03-28		2012-03-28	Human	2012-03-28	Viet Nam	C4	C4-ND-200_Vietnam_HoChiMinh_2012-03-28
KU641505	43538/MV/DE 2015		2015-08-XX	Human	2015-08	Germany	A71	43538/MV/DE2015
KX197457	HFM040		2012-07-14	Human	2012-07-14	Cambodia	C4a	HFM040
KX197458	HFM057		2012-07-14	Human	2012-07-14	Cambodia	C4a	HFM057
KX197465	SEP042		2012-XX-XX	Human	2012	Cambodia	C4a	SEP042
LC626872	N343-Sendai-2012		2012-XX-XX	Human	2012	Japan		N343-Sendai-2012
LC626883	K528-Sendai-2003		2003-XX-XX	Human	2003	Japan		K528-Sendai-2003
LC626889	K258-Sendai-2003		2003-XX-XX	Human	2003	Japan		K258-Sendai-2003
LC626899	100-Yamagata-2003		2003-XX-XX	Human	2003	Japan		100-Yamagata-2003
LC627069	15NHP019		2015-XX-XX	Human	2015	Viet Nam		15NHP019
LC627075	15NHP152		2015-XX-XX	Human	2015	Viet Nam		15NHP152
LC627077	15NHP226		2015-XX-XX	Human	2015	Viet Nam		15NHP226
LC627081	16NHP450		2016-XX-XX	Human	2016	Viet Nam		16NHP450
LC627092	16NHP475		2016-XX-XX	Human	2016	Viet Nam		16NHP475
MT212038	E1/ZS/CHZ/2009		2009-05-XX	Human	2009-05	China		E1/ZS/CHZ/2009
MT241233	TLLalpha		2011-XX-XX	Unknown	2011	Singapore		TLLalpha
MT241234	TLLalpha-P20		2011-XX-XX	Unknown	2011	Singapore		TLLalpha-P20
MT360986	F7		2008-XX-XX	Unknown	2008	Taiwan	B5	F7
MT360989	F22		2008-XX-XX	Unknown	2008	Taiwan	B5	F22
MT360995	No.22		2008-XX-XX	Unknown	2008	Taiwan	B5	No.22
AB550333	1095-LPS1		20XX-XX-XX	Unknown	N/a	Japan		1095-LPS1
AB550336	C7/Osaka-org		20XX-XX-XX	Unknown	N/a	Japan		C7/Osaka-org
AB550338	75-Yamagata-org		20XX-XX-XX	Unknown	N/a	Japan		75-Yamagata-org
AB575941	2485		2007-XX-XX	Unknown	2007	Netherlands		2485
AB575948	10118		2010-XX-XX	Unknown	2010	Netherlands		10118
AF119795	TW/2272/98		20XX-XX-XX	Unknown	N/a	Taiwan		TW/2272/98
AM396585	ENT/PM/SHA71		20XX-XX-XX	Unknown	N/a	Malaysia		ENT/PM/SHA71
AM396588	EV71/SAR/SHA63		20XX-XX-XX	Unknown	N/a	Malaysia		EV71/SAR/SHA63
EF373575	E2002042-TW-CDC		20XX-XX-XX	Unknown	N/a	Taiwan		E2002042-TW-CDC
EU414334	PLday4-CH-06		20XX-XX-XX	Unknown	N/a	Switzerland		PLday4-CH-06
EU812515	FY23		2008-05-XX	Unknown	2008-05	China		FY23
FJ357381	244-TW86		1986-XX-XX	Human	1986	Taiwan		244-TW86
FJ360546	GZ-08-03		2008-05-XX	Human	2008-05	China		GZ-08-03
FJ606447	BJ08-Z004-3		2008-07-XX	Human	2008-07	China		BJ08-Z004-3
