seqName,errors,warnings,failedGenes
"HQ09231463","","",""
"Hubei_HG/CHN/2012","","",""
"Hubei_WH/CHN/2012","","",""
"HUN/1978","","",""
"HuzhouE371/2011/CHN","","",""
"HuzhouE696/2012/CHN","","",""
"IM11","","",""
"J115_MAL_01","","",""
"JiLin_11_China","","",""
"JK2009","","",""
"Kaifeng/2010","","",""
"KED005_LPS2","","",""
"KED005_org","","",""
"KM186/09","","",""
"KMM/09","","",""
"Laos2011_HFMD12V","","",""
"LAZ60_TR","","",""
"LCH01","","",""
"LCH02","","",""
"LN009","","",""
"LR_CH_06","","",""
"Luoyang/2011","","",""
"M0380_TW08","","",""
"M1089_TW12","","",""
"M1288_TW08","","",""
"M1473_TW08","","",""
"M1577_TW12","","",""
"M1644_TW08","","",""
"M1656_TW08","","",""
"M183_1176F/HeN/CHN/2009","","",""
"M186_1179F/HeN/CHN/2009","","",""
"M188_1181F/HeN/CHN/2009","","",""
"M202_TW12","","",""
"M245_TW08","","",""
"M314_TW08","","",""
"M448_TW08","","",""
"M538_TW12","","",""
"M617_TW12","","",""
"M654_TW12","","",""
"M665_TW08","","",""
"M668_TW08","","",""
"M707_TW08","","",""
"M957_TW12","","",""
"M988_TW12","","",""
"M990_TW12","","",""
"MP10","","",""
"MP10_2","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"MP10_2010","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"MP9_1","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"MP4","","",""
"MP9_2","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"MRS/09/3663","","",""
"MS/7423/87","","",""
"MY104_9_SAR_97","","",""
"MY821_3_SAR_97","","",""
"MZ2008","","",""
"N1745_TW08","","",""
"N2121_TW05","","",""
"N2838_TW03","","",""
"N3340_TW_02","","",""
"N7008_TW99","","",""
"Nagoya","","",""
"NAGOYA","","",""
"Nanyang/2011_China","","",""
"NB/2010/01","","",""
"NBChina01","","",""
"NCKU9822","","",""
"NUH0075/SIN/08","","",""
"NUH0083/SIN/08","","",""
"pinf7_54A","","",""
"PLday1_CH_06","","",""
"PLday4_CH_06","","",""
"PP37_MAL_01","","",""
"Puyang_451_2012","","",""
"Puyang_461_2012","","",""
"Rostov","","",""
"S0296_TW00","","",""
"S0318_TW01","","",""
"S0584_TW04","","",""
"S10862_SAR_98","","",""
"S19841_SAR_03","","",""
"S40221_SAR_00","","",""
"SB12736_SAR_03","","",""
"SB2864_SAR_00","","",""
"SD07_1/SD/CHN/2007","","",""
"SD09_14/SD/CHN/2009","","",""
"SD09_21/SD/CHN/2009","","",""
"SDLY107","","",""
"SDLY1","","",""
"SDLY11","","",""
"SDLY153","","",""
"SDLY48","","",""
"SDLY96","","",""
"SEP4","","",""
"SH_17/SH/CHN/2002","","",""
"SH_6/SH/CHN/2002","","",""
"SH12_036","","",""
"SH12_276","","",""
"Shanghai_036_2009","","",""
"Shanghai_117_2009","","",""
"Shanghai_118_2009","","",""
"Shanghai_27_2009","","",""
"Shanghai_28_2009","","",""
"Shanghai_36_2009","","",""
"Shanghai_51_2009","","",""
"Shanghai_64_2009","","",""
"SHAPHC695F/SH/CHN/10","","",""
"SHZH03","","",""
"SHZH98","","",""
"SHZH98_pro","","",""
"SK_EV006_LPS1","","",""
"SK_EV006_org","","",""
"SK_EV006/Malaysia/97","","",""
"ST_CH_06","","",""
"subgenotype_B5","","",""
"SZ/HK08_5","","",""
"SZ/HK08_6","","",""
"Tainan/4643/98","","",""
"Tainan/5746/98","","",""
"Tainan/6092/98","","",""
"Taipei/B4_01/2011","","",""
"Taipei/C2_Y100/2011","","",""
"Taipei/C4_Y100_P4/2011","","",""
"Taipei/C4_Y100_P5/2011","","",""
"TC03F/SD/CHN/07","","",""
"THA_EV71_002","","",""
"THA_EV71_019","","",""
"THA_EV71_044","","",""
"THA_A1008","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"THA_A1048","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"THA_A1083","","",""
"THA_A1219","","",""
"THA_A1564","","",""
"THA_A1570","","",""
"THA_A575","","",""
"THA_A577","","",""
"THA_A578","","",""
"THA_A641","","",""
"THA_A683","","",""
"THA_A761","","",""
"THA_A847","","",""
"THA_A851","","",""
"TLLcho","","",""
"TLLm","","",""
"TS","","",""
"TLLmv","","",""
"TW/1101/08","","",""
"TW/1956/05","","",""
"TW/2086/98","","",""
"TW/2272/98","","",""
"TW/2429/04","","",""
"TW/2639/04","","",""
"TW/2728/04","","",""
"TW/2815/04","","",""
"TW/2824/04","","",""
"TW/2871/04","","",""
"TW/70516/08","","",""
"TW/70811/08","","",""
"TW/70886/08","","",""
"TW/70902/08","","",""
"TW/71428/05","","",""
"TW/71552/05","","",""
"TW/71595/04","","",""
"TW/72232/04","","",""
"TW/96002/08","","",""
"TW/96016/08","","",""
"TW/96022/08","","",""
"TZ06","","",""
"UH1/PM/1997","","",""
"V04_2218217","","",""
"V05_2243055","","",""
"V06_2218645","","",""
"V07_2231013","","",""
"V08_2221581","","",""
"V08_2236079","","",""
"V09_2225777","","",""
"V10_2234054","","",""
"VN152/2011","","",""
"VR1432","","",""
"wenzhou011","","",""
"wenzhou227","","",""
"wenzhou256","","",""
"wh029","","",""
"Wuhan1042/HuB/CHN/2011","","",""
"Wuhan1117/HuB/CHN/2011","","",""
"Wuhan1143/HuB/CHN/2011","","",""
"100_p0","","",""
"100_p12","","",""
"100_p17_T1","","",""
"100_p17_T2","","",""
"100_p17_T3","","",""
"100_p31_T1","","",""
"100_p31_T2","","",""
"100_p31_T3","","",""
"100_p35_T1","","",""
"100_p35_T2","","",""
"100_p35_T3","","",""
"100_p36_T1","","",""
"100_p36_T2","","",""
"100_p36_T3","","",""
"10098","","",""
"101_p0","","",""
"101_p12","","",""
"101_p17_T1","","",""
"101_p17_T2","","",""
"101_p17_T3","","",""
"101_p31_T1","","",""
"101_p31_T2","","",""
"101_p31_T3","","",""
"101_p35_T1","","",""
"101_p35_T2","","",""
"101_p35_T3","","",""
"101_p36_T1","","",""
"101_p36_T2","","",""
"101_p36_T3","","",""
"10118","","",""
"10196","","",""
"10S3","","",""
"10S5","","",""
"11316","","",""
"11590","","",""
"11977","","",""
"119798","","",""
"11N","","",""
"120/EV71/Wenzhou/CHN/2014","","",""
"124098","","",""
"124151","","",""
"127018","","",""
"128135","","",""
"1416","","",""
"15_355","","",""
"15/EV71/Wenzhou/CHN/2014","","",""
"160_50","","",""
"16173","","",""
"16F","","",""
"16L","","",""
"17000","","",""
"17F","","",""
"2005_1480","","",""
"2015g03","","",""
"20233","","",""
"20574","","",""
"2065_Yamagata_2004","","",""
"2485","","",""
"2716_Yamagata_03","","",""
"30_2/2015/BJ","","",""
"301","","",""
"31170098","","",""
"31170101","","",""
"31170112","","",""
"31170151","","",""
"31170202","","",""
"32_YN","","",""
"365","","",""
"3692","","",""
"37507/TH/DE_2015","","",""
"4_23/XY/CHN/2017","","",""
"4044545","","",""
"413_C1/YN/CHN/2016","","",""
"413_C2/YN/CHN/2016","","",""
"43538/MV/DE_2015","","",""
"44172/RP/DE_2015","","",""
"44930/BE/DE_2015","","",""
"44932/BE/DE_2015","","",""
"45849/BE/DE_2015","","",""
"45894/BE/DE_2015","","",""
"46411/NW/DE_2015","","",""
"480","","",""
"4N","","",""
"5N","","",""
"6_1500_4","","",""
"6_4/XY/CHN/2017","","",""
"6_684_4","","",""
"617_19","","",""
"617_20","","",""
"6N","","",""
"7D3","","",""
"839","","",""
"9443","","",""
"9612","","",""
"97/ST","","",""
"A106/YN/CHN/2016","","",""
"B5_1","","",""
"B5_10","","",""
"B5_100","","",""
"B5_101","","",""
"B5_102","","",""
"B5_103","","",""
"B5_104","","",""
"B5_105","","",""
"B5_106","","",""
"B5_107","","",""
"B5_108","","",""
"B5_109","","",""
"B5_11","","",""
"B5_110","","",""
"B5_111","","",""
"B5_112","","",""
"B5_113","","",""
"B5_114","","",""
"B5_115","","",""
"B5_116","","",""
"B5_117","","",""
"B5_118","","",""
"B5_119","","",""
"B5_12","","",""
"B5_120","","",""
"B5_121","","",""
"B5_122","","",""
"B5_123","","",""
"B5_124","","",""
"B5_125","","",""
"B5_126","","",""
"B5_127","","",""
"B5_128","","",""
"B5_129","","",""
"B5_13","","",""
"B5_130","","",""
"B5_131","","",""
"B5_132","","",""
"B5_133","","",""
"B5_134","","",""
"B5_135","","",""
"B5_136","","",""
"B5_14","","",""
"B5_15","","",""
"B5_16","","",""
"B5_17","","",""
"B5_18","","",""
"B5_19","","",""
"B5_2","","",""
"B5_20","","",""
"B5_21","","",""
"B5_22","","",""
"B5_23","","",""
"B5_24","","",""
"B5_25","","",""
"B5_26","","",""
"B5_27","","",""
"B5_28","","",""
"B5_29","","",""
"B5_3","","",""
"B5_30","","",""
"B5_31","","",""
"B5_32","","",""
"B5_33","","",""
"B5_34","","",""
"B5_35","","",""
"B5_36","","",""
"B5_37","","",""
"B5_38","","",""
"B5_39","","",""
"B5_4","","",""
"B5_40","","",""
"B5_41","","",""
"B5_42","","",""
"B5_43","","",""
"B5_44","","",""
"B5_45","","",""
"B5_46","","",""
"B5_47","","",""
"B5_48","","",""
"B5_49","","",""
"B5_5","","",""
"B5_50","","",""
"B5_51","","",""
"B5_52","","",""
"B5_53","","",""
"B5_54","","",""
"B5_55","","",""
"B5_56","","",""
"B5_57","","",""
"B5_58","","",""
"B5_59","","",""
"B5_6","","",""
"B5_60","","",""
"B5_61","","",""
"B5_62","","",""
"B5_63","","",""
"B5_64","","",""
"B5_65","","",""
"B5_66","","",""
"B5_67","","",""
"B5_68","","",""
"B5_69","","",""
"B5_7","","",""
"B5_70","","",""
"B5_71","","",""
"B5_72","","",""
"B5_73","","",""
"B5_74","","",""
"B5_75","","",""
"B5_76","","",""
"B5_77","","",""
"B5_78","","",""
"B5_79","","",""
"B5_8","","",""
"B5_80","","",""
"B5_81","","",""
"B5_82","","",""
"B5_83","","",""
"B5_84","","",""
"B5_85","","",""
"B5_86","","",""
"B5_87","","",""
"B5_88","","",""
"B5_89","","",""
"B5_9","","",""
"B5_90","","",""
"B5_91","","",""
"B5_92","","",""
"B5_93","","",""
"B5_94","","",""
"B5_95","","",""
"B5_96","","",""
"B5_97","","",""
"B5_98","","",""
"B5_99","","",""
"BJ14_1","","",""
"BJ14_2","","",""
"C068/CHW/AUS/2016","","",""
"C4_1","","",""
"C4_10","","",""
"C4_2","","",""
"C4_3","","",""
"C4_4","","",""
"C4_5","","",""
"C4_6","","",""
"C4_7","","",""
"C4_8","","",""
"C4_9","","",""
"C4_ND_114_Vietnam_CaMau_2012_04_15","","",""
"C4_ND_137_Vietnam_VungTau_2012_05_20","","",""
"C4_ND_150_Vietnam_DongThap_2012_07_05","","",""
"C4_ND_152_Vietnam_VinhLong_2012_07_16","","",""
"C4_ND_153_Vietnam_HoChiMinh_2012_07_23","","",""
"C4_ND_158_Vietnam_BenTre_2012_08_04","","",""
"C4_ND_171_Vietnam_BinhDuong_2012_02_18","","",""
"C4_ND_198_Vietnam_HoChiMinh_2012_03_21","","",""
"C4_ND_200_Vietnam_HoChiMinh_2012_03_28","","",""
"C7/Osaka/Japan/97","","",""
"CAE_CEN_BIY_146_08","","",""
"CAE_LIT_CIP_041_08","","",""
"CAF_RS2_NMA_008_03","","",""
"CCA","","",""
"CF097017","","",""
"CF210042","","",""
"CMC718","","",""
"CMU4232/BJ/CHN/2008","","",""
"CQ2014_86","","",""
"DK07_01","Unable to align: too many insertions, deletions, duplications, or ambiguous seed matches","","<<ALL>>"
"CSF15/YN/CHN/2013","","",""
"DK07_02","","",""
"DK07_03","","",""
"DK07_04","","",""
"DK14_03","","",""
"DK16_02","","",""
"DK16_03","","",""
"DK16_04","","",""
"DK16_05","","",""
"DK16_06","","",""
"DK16_08","","",""
"E1/ZS/CHZ/2009","","",""
"eTLLbeta_P20","","",""
"EV_A71_C4_MAD_2017_7366","","",""
"EV_A71/2019/FR/0622","","",""
"EV_A71/PMKA1300/THA/2011","","",""
"EV71_MZ","","",""
"EV71_NJ2017iso1","","",""
"EV71_NJ2017iso2","","",""
"EV71/CZTN01/CHN/2017","","",""
"EV71/Jiangsu.P.R.C/07.08/10","","",""
"EV71/SHENZHEN001/2006","","",""
"EV71/SZ04/CHN/2014","","",""
"EV71/SZ07/CHN/2014","","",""
"EV71/SZ08/CHN/2013","","",""
"EV71/SZ12/CHN/2014","","",""
"EV71/SZ17/CHN/2013","","",""
"EV71/SZ25/CHN/2014","","",""
"EV71/SZ42/CHN/2014","","",""
"EV71/SZ50/CHN/2014","","",""
"EV71/SZ88/CHN/2014","","",""
"EVA71/Homosapiens/VNM/12.1/2013","","",""
"EVA71/Homosapiens/VNM/12.2/2013","","",""
"EVA71/Homosapiens/VNM/13.1/2012","","",""
"EVA71/Homosapiens/VNM/13.2/2012","","",""
"EVA71/Homosapiens/VNM/14.1/2012","","",""
"EVA71/Homosapiens/VNM/14.2/2012","","",""
"EVA71/Homosapiens/VNM/15.1/2014","","",""
"EVA71/Homosapiens/VNM/15.2/2014","","",""
"F1","","",""
"F17","","",""
"F22","","",""
"F23","","",""
"F6","","",""
"F7","","",""
"F9","","",""
"G08","","",""
"G63/YN/CHN/2016","","",""
"GIN_13_365","","",""
"GRE29","","",""
"GZ203KL21/GD/CHN/2010","","",""
"Hau1","","",""
"HFM005","","",""
"HFM008","","",""
"HFM040","","",""
"HFM057","","",""
"HFM072","","",""
"HFM088","","",""
"HP","","",""
"Huainan201401","","",""
"Huainan201402","","",""
"Huainan201403","","",""
"Huainan201404","","",""
"Huainan201405","","",""
"J098_EV_A71_WS_YN_2014","","",""
"Jena_15_984","","",""
"Jinan/SD/CHN/2015","","",""
"K14/YN/CHN/2013","","",""
"K17245","","",""
"K34/YN/CHN/2013","","",""
"K36/YN/CHN/2013","","",""
"K38/YN/CHN/2013","","",""
"K509/YN/CHN/2010","","",""
"KW24/YN/CHN/2012","","",""
"MAD_3126_11","","",""
"MAD_72341_04","","",""
"MAD_7842_10","","",""
"MRT_14_250","","",""
"N0722_Sendai_2007","","",""
"N1745_TW08/VP1_D164E","","",""
"N1745_TW08/VP1_E145Q","","",""
"N1745_TW08/VP1_K98E","","",""
"N1745_TW08/VP1_K98E+E145Q","","",""
"N7008_TW99_9","","",""
"N7008_TW99/VP1_E164D","","",""
"N7008_TW99/VP1_E98K","","",""
"N7008_TW99/VP1_E98K+Q145E","","",""
"N7008_TW99/VP1_Q145E","","",""
"N772_Sendai_2006","","",""
"NER_13_194","","",""
"No.1","","",""
"No.2","","",""
"No.22","","",""
"No.23","","",""
"No.36","","",""
"No.40","","",""
"No.8","","",""
"No.9","","",""
"R1/YN/CHN/2011","","",""
"R118/YN/CHN/2016","","",""
"R134/YN/CHN/2009","","",""
"R14/YN/CHN/2011","","",""
"R165/YN/CHN/2009","","",""
"R17/YN/CHN/2011","","",""
"R176/YN/CHN/2009","","",""
"R186/YN/CHN/2009","","",""
"R22/YN/CHN/2011","","",""
"R262/YN/CHN/2010","","",""
"R464/YN/CHN/2010","","",""
"R50/YN.CHN/2013","","",""
"R59/YN/CHN/2016","","",""
"R6/YN/CHN/2011","","",""
"R615/YN/CHN/2010","","",""
"R642/YN/CHN/2010","","",""
"R66/YN/CHN/2016","","",""
"R6_TUN","","",""
"R993/YN/CHN/2010","","",""
"RA330/YN/CHN/2009","","",""
"RW14/YN/CHN/2012","","",""
"RW15/YN/CHN/2012","","",""
"RW40/YN/CHN/2012","","",""
"RW46/YN/CHN/2012","","",""
"S0254a","","",""
"SB6_1004_3","","",""
"SB6_1048_2","","",""
"SB6_297_2","","",""
"SB6_760_3","","",""
"SD004R/Shandong/China/2015","","",""
"SEN_14_157","","",""
"SEP001","","",""
"SEP006","","",""
"SEP014_EV_A71","","",""
"SEP024","","",""
"SEP042","","",""
"SHAPHC5218/SH/CHN/14","","",""
"SHAPHC5251/SH/CHN/14","","",""
"SHAPHC5267/SH/CHN/14","","",""
"SHAPHC5271/SH/CHN/14","","",""
"SHAPHC5287/SH/CHN/14","","",""
"SHAPHC5307/SH/CHN/14","","",""
"SHAPHC5330/SH/CHN/14","","",""
"SHAPHC5365/SH/CHN/14","","",""
"SHAPHC5427/SH/CHN/14","","",""
"SHAPHC5432/SH/CHN/14","","",""
"SHAPHC5468/SH/CHN/14","","",""
"SHAPHC5510/SH/CHN/14","","",""
"SHAPHC5589/SH/CHN/14","","",""
"SI/Isehara/Japan/99","","",""
"SI01/TH_NMA_/06","","",""
"SiICRC_13/TH/2011","","",""
"SiICRC01/TH/2012","","",""
"SiICRC01/TH/2013","","",""
"SiICRC01/TH/2014","","",""
"SiICRC02/TH/2012","","",""
"SiICRC02/TH/2013","","",""
"SiICRC03/TH/2012","","",""
"SiICRC04/TH/2012","","",""
"SiICRC04/TH/2013","","",""
"SiICRC05/TH/2012","","",""
"SiICRC05/TH/2013","","",""
"SiICRC05/TH/2014","","",""
"SiICRC06/TH/2012","","",""
"SiICRC06/TH/2014","","",""
"SiICRC07/TH/2014","","",""
"SiICRC08/TH/2011","","",""
"SiICRC08/TH/2014","","",""
"SiICRC09/TH/2012","","",""
"SiICRC10/TH/2011","","",""
"SiICRC10/TH/2012","","",""
"SiICRC11/TH/2012","","",""
"SiICRC15/TH/2011","","",""
"SiICRC16/TH/2011","","",""
"SilCRC03/TH/2013","","",""
"Siriraj01/TH/08","","",""
"STU546711","","",""
"STU562356","","",""
"Sydney03","","",""
"Sydney05","","",""
"Sydney09","","",""
"Sydney11","","",""
"Sydney14","","",""
"Sydney18","","",""
"Sydney20","","",""
"Sydney30","","",""
"Sydney56","","",""
"Sydney57","","",""
"Sydney60","","",""
"Taiwan/1998_20998","","",""
"TLLalpha","","",""
"TLLalpha_P20","","",""
"TLLbeta","","",""
"TLLbeta_P20","","",""
"TLLeC5","","",""
"TLLeCA16","","",""
"TW_00073_2012","","",""
"TW_00184_2012","","",""
"TW_00583_2012","","",""
"TW_00921_2015","","",""
"TW_00998_2005","","",""
"TW_01100_2010","","",""
"TW_01112_2012","","",""
"TW_01361_2005","","",""
"TW_01387_2010","","",""
"TW_01414_2012","","",""
"TW_01485_2012","","",""
"TW_01641_2005","","",""
"TW_01709_2010","","",""
"TW_01744_2012","","",""
"TW_01788_2012","","",""
"TW_01807_2012","","",""
"TW_01889_2012","","",""
"TW_01904_2012","","",""
"TW_01952_2005","","",""
"TW_01963_2012","","",""
"TW_02131_2012","","",""
"TW_02182_2010","","",""
"TW_02314_2012","","",""
"TW_02369_2012","","",""
"TW_02389_2008","","",""
"TW_02392_2016","","",""
"TW_02572_2012","","",""
"TW_02659_2011","","",""
"TW_02664_2012","","",""
"TW_02722_2008","","",""
"TW_02876_2005","","",""
"TW_03112_2012","","",""
"TW_03530_2011","","",""
"TW_50144_2013","","",""
"TW_50193_2012","","",""
"TW_50234_2012","","",""
"TW_50490_2012","","",""
"TW_50558_2012","","",""
"TW_50601_2012","","",""
"TW_50681_2012","","",""
"TW_50837_2016","","",""
"TW_50878_2012","","",""
"TW_50995_2012","","",""
"TW_50996_2015","","",""
"TW_51010_2012","","",""
"TW_51031_2015","","",""
"TW_51045_2012","","",""
"TW_51126_2012","","",""
"TW_51135_2012","","",""
"TW_70205_2005","","",""
"TW_70389_2008","","",""
"TW_70521_2005","","",""
"TW_70751_2005","","",""
"TW_70954_2008","","",""
"TW_71215_2011","","",""
"TW_71379_2008","","",""
"TW_71650_2011","","",""
"TW_71680_2008","","",""
"TW_72031_2008","","",""
"TW_72043_2007","","",""
"TW_72219_2008","","",""
"TW_72523_2008","","",""
"TW_96050_2010","","",""
"TW_96102_2005","","",""
"USA/2016/19519","","",""
"USA/2016/19522","","",""
"USA/2018_23092","","",""
"USA/2018_23124","","",""
"USA/2018_23296","","",""
"USA/2018_23297","","",""
"USA/2018_23298","","",""
"USA/AK/2016_19516","","",""
"USA/CO/2018_23026","","",""
"Xiangyang_Hubei_09","","",""
"Y90_3896","","",""
